time,vehicle_count,avg_speed,speed_std,avg_acceleration,acc_std,avg_co2,avg_fuel,sudden_brake_count,CS,RS,ES,TIS
422,134,8.154355600262036,7.280297867043199,0.2393902711711932,1.60309433160864,3253.553733725188,1054.7526462083054,9,0.0628418840558392,0.39323260008543626,0.4225917867946231,0.2698840696863535
423,134,8.120748853863743,7.307770392712157,0.0698908042247777,1.8427837569322385,3427.693288394354,1111.2047818166343,14,0.06309033684040426,0.58755480753934,0.4650666727798953,0.34102257883193227
424,132,7.705554495206298,7.206753360806209,-0.131448684004285,1.8483065285011475,2868.2738412910653,929.8523944629133,15,0.06525979965468653,0.6248462171545902,0.32861683292747823,0.31214283488649514
425,131,7.6439719848673375,7.2230819282294,0.1315405886807794,1.805229702675808,3402.443354080311,1103.0178199260715,13,0.06522449895826324,0.549075466912504,0.45890761148725767,0.32848472310323373
426,132,7.790684342048537,7.363680797642101,0.2046212358544371,1.5619517155618228,3327.275030129516,1078.6521024486008,8,0.0645833935220721,0.3546201719428933,0.44057348567278737,0.26439145469353303
427,132,7.850639634161751,7.50497476284055,0.1590549212652547,1.6896171157629274,3342.995207278246,1083.7477975983268,11,0.06411482297363744,0.4706146127215546,0.4444077600193474,0.30015264101172556
428,132,7.909257324157339,7.702948729086285,0.0586176899955891,1.8025640419956817,3621.689606402396,1174.0965880515105,15,0.06366280328971818,0.6231497843642777,0.5123853501140943,0.36612566165939886
429,134,8.00693293475984,7.876353532618892,0.2157242273809665,1.6347289589277445,3518.3106744242623,1140.582912622563,10,0.06394554386433718,0.4314924093591802,0.4871697931924845,0.3011768783112343
430,133,8.073800318737007,8.041163535141804,0.1907126105947732,1.6887488816066822,3590.3570321567777,1163.9367930085086,11,0.0629328359047252,0.4705824128783705,0.5047424742902862,0.31777060051248707
431,133,7.998870059200092,8.1562773530983,0.0367812443770304,1.7424671408378514,3560.8582245869343,1154.373559379554,13,0.0634950510704655,0.546747817586025,0.4975472638112167,0.3386865448473587
432,134,7.962061710317189,8.23893507635002,0.0228847112603816,1.68216271473558,3160.3792454477884,1024.5468092053616,13,0.06428867390147903,0.5445113321289292,0.39986518618381245,0.3090284250544141
433,134,7.834740729288265,8.137268729356474,-0.0214288904704853,1.7371115698613633,3089.9588524130318,1001.7201789201648,13,0.0652812730834908,0.546549197727127,0.3826891262867072,0.30488400643754654
434,134,7.74343985415246,8.059891011680964,0.0178800865772352,1.8276880164162943,3318.5940484030307,1075.8378598168747,16,0.06601085570420305,0.6611681357307865,0.43845607049879487,0.3562916041505556
435,135,7.622946267579852,7.825121700241265,-0.0631347728381444,1.8893125831338555,3125.7012849012403,1013.304763201332,19,0.06753157986727858,0.7747133472702881,0.39140674156106153,0.3768486585963163
436,135,7.606347709624222,7.721704665064275,-0.0165985579556316,1.8474170374297012,3225.153369405421,1045.5456117360068,17,0.06767067131798693,0.6989864066783809,0.4156645207948234,0.36146354676915604
437,136,7.447076393338621,7.565334649153493,-0.1033422890089519,1.835170479972278,2968.513804760592,962.3500158180482,17,0.06957844617038476,0.6985322236370471,0.3530670365519153,0.3433111565248426
438,135,7.22757567588951,7.39376189833713,-0.0233703438429396,1.8557177229557809,3047.8360693077016,988.0646651426003,17,0.07099720387090641,0.6992942507897155,0.37241478900376984,0.34991159348640816
439,135,7.105719137705953,7.323600711654539,-0.0173227962460699,1.8770761948120824,3034.1242023954483,983.6188136235022,16,0.07213349612166294,0.6629997747973336,0.36907014540800015,0.3384743745102653
440,135,7.280458202829906,7.40200818653858,0.3067260169833605,1.6659262260990886,3606.248613792016,1169.0900471465168,10,0.07051448909788562,0.4326494095802172,0.5086189236062684,0.31058629559509987
441,136,7.486491967524609,7.459764102151295,0.2595665455978637,1.6198383827266984,3474.292422730725,1126.312485332263,10,0.06923398282363927,0.4309401686817722,0.4764330446518444,0.2999055571295407
442,136,7.73355356957772,7.6937876396805,0.3211528534508498,1.5725218395092706,3684.770562908703,1194.5458278956175,9,0.06714566860276565,0.39209877064062154,0.5277715748390254,0.30281937108500034
443,135,8.04914804612395,7.8763223070621455,0.3667540418135483,1.3894472164422234,3681.9246659279793,1193.622150993201,5,0.06413488503777093,0.23696280193793587,0.5270772210194806,0.2548659609023333
444,136,7.904275248492483,7.899144603621409,0.0206100284949134,1.630167489141306,3144.724523603526,1019.4726613327553,13,0.06577033234048275,0.5425830065748017,0.3960469376737817,0.3078971162107681
445,137,7.717413981409497,8.091101502437317,-0.1291658273129664,1.9228805031037568,3357.7497532612497,1088.5282226400743,20,0.06780690121859642,0.8130448557737117,0.4480060929254611,0.4054380450971904
446,136,7.828191182858936,8.204113931407555,0.1552784427352728,1.6827640067174785,3497.7914237587183,1133.927360910606,11,0.06637669603595767,0.4703604542839957,0.4821642067757857,0.3123080767323175
447,138,7.686537573970017,8.183477141454338,-0.0282015627605283,1.6698848014403225,3037.452994029448,984.6959388736584,14,0.0685945304272286,0.5811425750632541,0.3698817133230881,0.31274509868679407
448,135,7.302178925358265,7.927031251549108,-0.0986364039306292,1.7600809768130974,2789.827213206593,904.4201781031162,16,0.07031800271614656,0.6586608212492023,0.30948239634503916,0.31857016636473107
449,135,7.276237001329395,7.7011904566590434,-0.0078768947020353,1.87432113124062,2963.780007193548,960.8135338912092,15,0.07055279391926318,0.6258110100306601,0.35191205387982527,0.32153803674085085
450,136,7.402150636058331,7.650574056709081,0.1794153773857702,1.7700591931846068,3329.663273924218,1079.424563855946,12,0.06997500562331815,0.5106845238303978,0.44115568615420303,0.3135420652447075
451,137,7.610337942079046,7.726553925943392,0.2622176026342793,1.7595824784999086,3606.8943509429423,1169.2962117294996,12,0.06870717763828438,0.5102959782203171,0.5087758435237855,0.3332044175785445
452,138,7.812276587562104,7.679160793541476,0.2570860218749344,1.5543868288840708,3385.012768017064,1097.3686890372378,9,0.06755032681697262,0.39142620495765235,0.45465633797027927,0.2808448936051685
453,139,8.082145802190253,7.83169741815183,0.3260726433156476,1.5093814541541983,3539.339656992682,1147.398601897168,7,0.06591401456074104,0.31558393141525365,0.49229876926446065,0.2687304160282107
454,140,8.462276214666408,7.99609092149148,0.4378600253489431,1.4838840861073177,3749.508489913975,1215.531797553421,7,0.0635685751601619,0.31463832100957045,0.5435618781782119,0.28288748982039946
455,140,8.529715896113107,7.813520921615073,0.2620329900569038,1.562557287536931,3420.740566746944,1108.9512303116603,10,0.06308625118716245,0.42881580825520643,0.46337088139198257,0.29289050736902167
456,141,8.602158521458177,7.680629618564008,0.1329370643245963,1.7979953334661112,3428.8409124524937,1111.5763347801635,15,0.0630554298115511,0.6229803465494353,0.4653465045063082,0.35172022724134355
457,141,8.587808720521402,7.559491188741407,0.0654423921613197,1.868498208846052,3423.971756368194,1109.997189967715,18,0.06315666876192401,0.7368548242720417,0.4641587303716093,0.3855667338978649
458,142,8.512424341641443,7.58638153543199,-0.0149068526791029,1.884633261195428,3442.2231416048576,1115.913508323553,16,0.06417778961086808,0.6632800406112557,0.4686104105400578,0.3652382511897413
459,143,8.456144440412034,7.693586724771455,0.0032475417191318,1.890255035145815,3540.7035655320915,1147.8391892428172,18,0.06507420044065375,0.7376617107438481,0.4926311565976144,0.3951175403787003
460,143,8.38622993108846,7.856746775194439,0.0314884712367439,1.7461464605754844,3332.0744753972645,1080.2077985499411,14,0.06559308284370932,0.5839708598611315,0.44174409986425067,0.3339517210550984
461,144,8.483560425827998,7.80120526973476,0.1555682025943179,1.6812184309707332,3429.010911871393,1111.6300834273286,12,0.06535855137293599,0.5073897230084539,0.4653877187997811,0.3179766530916449
462,144,8.558121750925274,7.693266608525378,0.1440767984007618,1.7187824206567486,3262.9653725721155,1057.8028952302263,10,0.06481291537726151,0.43460966553630814,0.42488726095396345,0.28377424409798613
463,145,8.57830856005093,7.561943281819986,0.0792083384423819,1.725075770694774,3178.582209552488,1030.4501904205565,12,0.06514758083506422,0.509016242135149,0.40430556418595104,0.30005557423035567
464,145,8.467658410772096,7.463904910693417,-0.0089797753065524,1.760662607834598,3043.7908589552926,986.7515450911465,15,0.06596258434631291,0.6215958031030384,0.37142778694527584,0.32429211075301945
465,145,8.517256580268864,7.496707153403222,0.0495981694967689,1.725951923473785,3257.163364063461,1055.923350358082,14,0.06559492114046371,0.583221913366489,0.42347232226451376,0.3282462391454863
466,145,8.38837705701249,7.573703821901064,-0.0374669768841394,1.7057613669953886,3092.278009998413,1002.4692264141376,13,0.06655835188037425,0.5453865256428616,0.3832542882869864,0.30521558493110407
467,146,8.196763500801158,7.670616569110303,-0.0436107113551339,1.815092523628065,3232.656057114213,1047.978056218219,17,0.06854154619028885,0.697787600725026,0.4174945676909353,0.3620012690009039
468,147,8.277537596030175,7.978111920529017,0.136534391152835,1.6141887099104344,3584.486832654129,1162.0330322754448,10,0.06840137770449799,0.43073064158886043,0.5033105142995833,0.3075728978483323
469,147,8.291045328148902,8.214473425855083,0.1167899101970436,1.6006983314927838,3558.817398285852,1153.713297925666,10,0.06829526354232376,0.43023032947096335,0.4970497246575269,0.3055021216554766
470,147,8.38136266446202,8.324532442513561,0.1171799374840475,1.5255048709671235,3420.806762907726,1108.972811634734,12,0.06759360013422505,0.5016148382291831,0.4633870499651622,0.3165380065119936
471,148,8.229908664191733,8.08210367096652,-0.0035062458837278,1.7510289336541711,3068.308379172338,994.700180785887,16,0.06927710366153447,0.658325111846254,0.3774080383111151,0.3384307865118245
472,149,8.055622041021785,7.812263226597701,-0.1190523368330908,1.7479111753830494,2876.4373601658217,932.5008991607394,18,0.07120740454046524,0.7323826625405473,0.33060840282300596,0.34738028142525207
473,150,7.769668955245744,7.475782361278294,-0.2322489388358949,1.7832668684861486,2635.337179410666,854.3391926650323,19,0.07420412281500274,0.770780473451131,0.271800506302085,0.3424559430519659
474,149,7.43467458898566,7.343895295160084,-0.2959665905778056,1.910577593421249,2758.09834999665,894.135812366327,21,0.07678729116883032,0.8496751716772997,0.3017435784056846,0.37614054149242737
475,149,7.282985647945465,7.263595461168692,-0.1410008334151369,1.7547631215832336,2815.635763597548,912.7880262690862,18,0.07827752982353006,0.732636777852142,0.3157776736394885,0.3458353473769012
476,149,7.093349445832783,7.1521387087529,-0.1732268447549873,1.8973433678677687,2805.391554643561,909.466209871676,21,0.08021914515908833,0.8491843593953606,0.3132788178507978,0.38082661123748285
477,150,6.882834571571476,7.054381892724717,-0.1632258779557537,1.794457602186508,2687.1148400209586,871.1230154139198,19,0.08306831262446826,0.7711954995908813,0.28442950080382884,0.3499148251682003
478,149,6.647163458313687,6.835852489687701,-0.158154207830685,1.8520194327072177,2667.947305787373,864.9105111081305,19,0.0851673128265425,0.7733302715332433,0.27975450908160127,0.34999235931507033
479,150,6.535337817556279,6.832641892888421,-0.0675112177019841,1.756158974748541,2808.5369832065144,910.4865362225564,16,0.08711060524613844,0.6585153675711389,0.3140461480386061,0.3266126967813789
480,151,6.542747425806776,6.857034209940107,0.0506899911482211,1.7198287285756984,2989.252661722096,969.072035108015,15,0.08763124475967227,0.6200814138115386,0.3581253176479654,0.3285145173417201
481,150,6.338469454916503,6.720556272256448,-0.1466339625718853,1.8019776897871187,2648.734728382866,858.6814736751787,17,0.08957057545512673,0.6973012162744426,0.27506817503286835,0.32753904757424396
482,150,6.329088353044057,6.745505439670191,0.0956225160205473,1.6174010335597344,2854.215874695894,925.295505592228,12,0.08969109584845317,0.5050229534287658,0.3251879848948666,0.28493971983647104
483,150,6.464023661374305,6.814942597536309,0.2069104180685347,1.6030658780328364,3152.5810867122245,1022.0193362949286,9,0.08798672233145123,0.39323154483936895,0.39796320946313435,0.2725531152233315
484,150,6.640188109404931,7.024539682610763,0.2856267683420036,1.5881696675795758,3432.9411813460924,1112.9066585031185,11,0.08585218701485284,0.46685227292021475,0.4663468172319879,0.3143006018516019
485,151,6.915462510063322,7.260844878096633,0.3192491563498141,1.5745802693560589,3509.176566934864,1137.6212620754193,10,0.08328895367925498,0.42926169963876426,0.4849417599841356,0.30757661935857195
486,152,7.077455878066044,7.371875253249362,0.2821738829919658,1.5054241787309963,3315.3328209916435,1074.780217214396,9,0.0820968862307685,0.38961034728208965,0.4376605365781953,0.28102001965039286
487,152,7.425840392461327,7.400052252098847,0.4443160620316112,1.3944583269167,3427.833382569233,1111.2516301630017,6,0.07851274194110841,0.274235235788543,0.4651011075085109,0.2532059997655595
488,152,7.601637624847966,7.329527944842463,0.248487154773951,1.6690028383109323,3320.821504765753,1076.5601632085363,13,0.07681437265132766,0.544023277202563,0.43899941492330835,0.3256325566982925
489,153,7.514602021209912,7.171324490843421,-0.0373516975932961,1.7720210307198356,2959.9468590620377,959.5705232094105,16,0.07818746577831233,0.6591036371193686,0.35097702770182654,0.33429918575768347
490,150,6.859515873212376,6.7678533921299,-0.3390637216277499,1.9639249881747909,2557.7411338903107,829.1837658976506,25,0.08332838141199124,1.0,0.2528737311655292,0.40919347191445526
491,150,6.717619143988317,6.625590495811138,-0.1418967292240589,1.8352085069690816,2750.693161285642,891.7358103491487,21,0.0849448057580501,0.8468799893555413,0.2999374666687769,0.3780231591105155
492,151,6.714973564515649,6.713195482665672,0.0418419645272544,1.6779435782350949,2991.9227823547417,969.937251131666,12,0.08557259302846758,0.5072682698914808,0.3587765250753235,0.2940424757014283
493,153,6.715387467123823,6.821186363148695,0.0881913348240644,1.5894668440784985,2979.72314848234,965.9839844220533,12,0.08676186296718098,0.5039869696284294,0.3558011680287324,0.29264118648402093
494,154,6.773577445940149,6.8926707240439065,0.1017963909405081,1.4477863898389909,2807.4482655522474,910.1359300024562,11,0.08667064268936277,0.4616459360162903,0.3137810252261316,0.2672963454484717
495,155,7.087945678899301,7.107793953000451,0.3580687326103768,1.519589430923857,3482.1637245044008,1128.8639487593553,10,0.08369311280886847,0.42722227702294263,0.4783529133297709,0.30514980222936144
496,153,7.399822133386565,7.374879743064926,0.3957901680330625,1.4913986166773836,3653.920882111568,1184.5435642998125,7,0.07931854665702576,0.3149170093152737,0.5202466649939279,0.28227652095557076
497,153,7.659303200051039,7.628112625065259,0.3504960849171685,1.4427168467933846,3578.7833727429465,1160.1857613688385,8,0.07680425909936894,0.35019815738749277,0.5019196730675982,0.2863570527762749
498,155,7.861398607750548,7.776578434906883,0.3009251264098447,1.5695735005633964,3569.371900463996,1157.1352381179586,9,0.07598769902633809,0.3919894268063256,0.4996241790771533,0.2978791613755789
499,156,7.917289903273333,7.731622125235875,0.1062848763416981,1.7307200140543044,3244.781178812568,1051.907779311807,15,0.0759992559993484,0.6204853344382049,0.4204518629049492,0.34268086160268557
500,155,7.79627779443386,7.514888656817146,-0.0012730878295256,1.7714560525262484,2968.9549782467343,962.4931238201568,17,0.07658421377017663,0.6961692728621146,0.3531746609401441,0.34543686564874826
501,155,7.629173273973786,7.321387694263218,-0.0786781248972432,1.740770405620902,2810.3773223969797,911.0829449692362,16,0.0781561055681797,0.657944658034809,0.3144949959163441,0.3229943384126178
502,155,7.524326985298992,7.25649980368577,-0.0116068933061812,1.7683113315416594,3023.954035308293,980.3221526184348,18,0.07917382097039996,0.7331392347446147,0.3665895617099837,0.3615881673245395
503,156,7.592316538410948,7.16121912777343,0.1162224184023347,1.6310601366840216,2943.841558046857,954.3495312834942,11,0.07904715161374888,0.46844293411376337,0.34704873410169057,0.2762663611101357
504,157,7.645402203346748,7.038223824095484,0.1014443690021116,1.7427848846476652,3044.4211610685925,986.954945574252,16,0.0790664344045881,0.658019368190235,0.37158135458982244,0.3405067905958525
505,157,7.557477537194603,7.080916212803479,0.0043009613342403,1.8112625113607037,3098.3787353749003,1004.4481724877452,16,0.07992594312519027,0.6605589697780256,0.38474256014634195,0.3455608362273864
506,156,7.352923788030918,7.03405941925798,0.0144442954640291,1.713141321456778,3045.7811689570785,987.3966155518784,15,0.08144409448468319,0.6198334006932016,0.37191322284514955,0.33010162485537864
507,156,7.34593976432271,6.975745755700358,-0.0069840237082084,1.7463457815274095,2917.013301685125,945.6512700222418,12,0.08151608701131638,0.509805074281877,0.3405047654804706,0.2876993867332308
508,158,7.322593139834974,7.064078699129835,0.0696399548074883,1.8563210711047275,3268.00797198711,1059.4369008052486,18,0.08286461132615984,0.7364032157711775,0.42611708860030406,0.3819019358419084
509,158,7.389871088849882,7.220410279161909,0.0848588210261604,1.8301319591655385,3312.9698932242163,1074.013210187327,15,0.0821633389117948,0.6241721843739925,0.43708400399205743,0.3512421920745329
510,157,7.36430799690799,7.40623569711486,0.1004318331945826,1.7290253779636782,3257.175212513227,1055.9271250378358,16,0.08187773448775605,0.6575090750229746,0.4234752000379683,0.35704637631338526
511,158,7.443569688690707,7.462583234706764,0.1258712360669447,1.6789213072053135,3252.985554687014,1054.5685261759304,13,0.08161163057570726,0.5443911193805372,0.42245321364304983,0.32269795213735897
512,158,7.643930250532723,7.684264997720145,0.2003605618420158,1.735582691830794,3629.447714728393,1176.611546296569,15,0.07961359664540793,0.6206656745696442,0.5142776443715309,0.37232843434051566
513,160,7.797199990812743,7.776368997054896,0.2488188684116784,1.5851411621922396,3449.0747656094454,1118.1392762015917,10,0.07919386609539537,0.42965336712933966,0.47028246205585283,0.3016582951937159
514,159,7.843414806528592,7.902731078396195,0.0827319804365773,1.6739562346095895,3311.693197314169,1073.6014920966818,15,0.078235138140007,0.618380159487985,0.4367729988899697,0.3478400027693892
515,159,7.730728054239436,7.917878019943333,-0.0283098193242003,1.7582459102559502,3231.9679725753617,1047.7539613476335,18,0.07930412017496483,0.7327659426037219,0.4173265446526058,0.37674939424688425
516,157,7.215758975788078,7.583502477566087,-0.1854954962301451,1.86628765377079,2984.193910041336,967.4306683477658,23,0.08344110752518374,0.9222057866084431,0.3568911588344921,0.41710552664295397
517,158,7.160153515378692,7.539930482568718,-0.0099360998031321,1.750261900193097,3111.490273220279,1008.6969704719484,17,0.08460546772324593,0.6953832540483682,0.38794032622429636,0.3588392611710977
518,157,6.985934548064001,7.555266525868364,-0.0737668976649245,1.761995212303349,3005.749968466686,974.4184441203644,17,0.08597444635972216,0.6958184025705288,0.36214892029884216,0.3517799754047002
519,158,6.949564157893749,7.531352813364984,0.0078443854504067,1.700274790701768,2931.557352122583,950.3666928571972,16,0.08696824473010797,0.6564428138138028,0.3440523518240968,0.33493584758341305
520,159,7.103806626847747,7.564121840904212,0.1979504196325743,1.4974448237956417,3099.831347323612,1004.9209411930776,11,0.08579407367316486,0.4634875979397094,0.38509721439975575,0.28889307317110546
521,159,6.968944407244403,7.418081014843102,-0.0508928718243523,1.6884990038684915,2730.6537138778863,885.2392941098009,16,0.08732364043728919,0.6560060900490526,0.2950495540598547,0.3202461494075879
522,159,6.723263249826912,7.241447771409956,-0.153294829858461,1.7903332719017324,2670.98373464426,865.8952690354239,22,0.09024737684445248,0.8823023088194742,0.2804952098847308,0.38493820634904247
523,160,6.494336745234944,7.255821237438274,-0.18690610928055,1.6871479702358216,2524.152584107195,818.2956486542009,19,0.09375891757377891,0.7672157513903597,0.24468114903611735,0.3410726371574546
524,161,6.40620034080836,7.305491193905544,-0.0477989091145655,1.5698673273236576,2700.017020152812,875.309647209404,13,0.09555125091500473,0.5403466792654767,0.2875772523007017,0.2865976798358554
525,160,6.314460503415875,7.188426529095659,0.0356038481295834,1.537703442845097,2781.4387657884663,901.7033799162856,12,0.09617743467436071,0.5020672416490606,0.3074368150825862,0.2813221908892383
526,161,6.211527551903778,7.241255779335903,0.0129822621035583,1.60473497129178,2855.83995281486,925.8232874010577,13,0.09825445777666429,0.5416398012417252,0.325584356528985,0.2994690304418787
527,161,6.154242909718908,7.217981085109743,0.0687076882744019,1.690333921756244,3009.612197142612,975.6705216108886,13,0.09907792062310057,0.5448143743241678,0.3630909732021898,0.31200277250714753
528,160,6.122845035579655,7.1364358215410535,0.0688189375323022,1.552686205257673,2823.936006123537,915.4801781018,13,0.09888816072005284,0.5397094900553183,0.31780246775296755,0.2968088516305069
529,157,5.979677232050516,7.110269726730553,0.1468942634188501,1.514366202522082,3051.8720873352872,989.3729084418096,9,0.09903069747958253,0.3899419764419767,0.3733991995445744,0.2686146317877983
530,157,6.020130738773307,7.011080441357585,0.2202011971494512,1.3348343472681057,2941.8756814889134,953.714263130859,7,0.098433598726374,0.3091105746260384,0.34656960441197765,0.23607749320195442
531,158,6.172260472402485,7.235021778670435,0.1902318269125516,1.4918534780066215,3139.076268973835,1017.6448695095964,11,0.09689070386732904,0.46328023399727625,0.3946698532683408,0.29614130772661673
532,158,6.099920033683002,7.432466344520453,0.114484220420455,1.4975461780238868,2965.626820557845,961.4150691034448,12,0.09792465399673449,0.5005779456790258,0.3523630385901384,0.29505215687944303
533,159,6.338776484242045,7.6387294605347105,0.2772207275004451,1.3990927529255703,3264.269373526394,1058.2280121459523,9,0.09521587231570422,0.3856668774106945,0.4252057636905328,0.28134814125664986
534,157,6.358403940637647,7.623622476351558,0.2020283159302734,1.3982359142732108,3112.261006423046,1008.9505082403967,10,0.09369762484314342,0.4227216890446025,0.3881289964780599,0.28073425559405607
535,157,6.280724090425265,7.476301893431648,0.0101919844002797,1.520408267124312,2687.19689025087,871.151002453954,14,0.09474625105895529,0.5755990002913481,0.2844497696196281,0.295913131396875
536,157,6.272192726417715,7.473366962587281,0.1294858371619386,1.4878752268521256,3010.204430735016,975.8643310198918,11,0.09486278409161725,0.46313269423234066,0.36323576197070145,0.28585565049755957
537,155,6.0175808101199655,7.113738312191436,0.0364058976957168,1.436853863124542,2476.454998094877,802.8318397355615,8,0.097158187712506,0.3499807193226927,0.23304684840223627,0.2137715454024811
538,155,5.9872351920002105,6.884230838348012,0.0551085391069617,1.717848745482843,2753.607850608701,892.6806485417701,15,0.09760006917149003,0.6200079829926306,0.30064838990711334,0.31523693953851917
539,152,5.827403923484507,6.689553503820971,0.0952065323788552,1.686657601227687,2841.930245778615,921.3125178792588,14,0.09796818024194637,0.5817646209929442,0.3221913130040611,0.3103740522958801
540,153,5.826364417823969,6.620642733002785,0.0370481016824986,1.696499967229288,2758.1039310492097,894.137364773503,15,0.09865860703575027,0.6192162296309476,0.3017448923857703,0.3157517794193154
541,151,5.692418497873407,6.436080644900152,-0.0253071380718415,1.6702036367119502,2521.1105623423146,817.308873429629,15,0.09934839833512557,0.6182409884326105,0.24393904643658795,0.2983933697948098
542,152,5.840435395210555,6.438317829195013,0.1854670190336843,1.4055601721299995,2677.162976207785,867.8996200856138,10,0.09777280542308758,0.4229933207844178,0.2820026239758421,0.250607905597313
543,154,5.925471137673885,6.347485493773401,0.1608855527907388,1.5276288463774117,2741.483966960029,888.7491648006339,10,0.09784626299994015,0.427520431518517,0.29769099843080693,0.2567019341847732
544,155,6.031189314440934,6.407287154889532,0.1439470228165576,1.6265990944377242,2928.465692642878,949.3663141512432,13,0.0969612645702429,0.5424506669875515,0.3432986002245744,0.30450928599173493
545,155,6.205462109476542,6.47664546237732,0.2656473957570759,1.5145085440431414,3016.7140853239703,977.9738404791876,10,0.09450519003792683,0.42703384426017005,0.364823408124807,0.27535925173066383
546,155,6.511499331476641,6.746020041035677,0.3433016703730833,1.5164765239461668,3307.989895588387,1072.3992939869815,8,0.09046791483030064,0.3529336522082627,0.4358694080191879,0.2728280840003554
547,156,6.755167269108254,6.717907675897373,0.2854083179615915,1.52012711201152,3075.6199000497863,997.0694573279138,9,0.08807526366758352,0.3901556289236523,0.3791912368563181,0.2660341652010245
548,155,6.979643514257868,6.840698373780206,0.3538363100318753,1.573197991988621,3458.488656192771,1121.18965670502,10,0.0848912815819442,0.4292104356863522,0.47257837520286294,0.3044931558995422
549,154,6.9561518191060365,6.709986997108591,0.224700449621636,1.81080821578328,3349.316374450842,1085.7967291494165,16,0.08457649443108307,0.6605421215047262,0.44594952845231306,0.365778092759545
550,154,7.153389758306534,6.8848918238829215,0.292848261026333,1.6623703517674902,3430.65611128348,1112.1667449509685,13,0.08241954089873099,0.5437773009010287,0.46578961660611223,0.3358378916116347
551,153,7.26441457398554,7.072539959629779,0.2679193587922251,1.5538085248148008,3433.317640773437,1113.0294957908354,11,0.0806932944578632,0.46557793534585035,0.46643878746309014,0.3118823346258274
552,153,7.323609026455329,7.280146887977518,0.1496176602326511,1.726885910100157,3442.282665228677,1115.9358592397305,15,0.0800868101778301,0.6203431406012234,0.46862549179362467,0.35872531378958644
553,152,7.261742793875129,7.49746105885384,0.0802383918869023,1.63377513071058,3250.7026448916185,1053.8286780027645,13,0.08016330375087714,0.5427168016944239,0.4218964229802067,0.32144928890274005
554,152,7.200521667732814,7.442015318416564,0.0328427480343057,1.7046641010374508,3121.3466132649373,1011.8942582987588,15,0.0807960107350472,0.6195190095048623,0.3903447986268688,0.3352775467335382
555,153,7.087131874691012,7.287256123692591,-0.0663275599193656,1.877657249756296,3098.360348169553,1004.441994385006,21,0.08256277971109072,0.8484542684267756,0.38473803522760397,0.4029828029807502
556,153,7.022160422577369,7.3811524841299745,0.0234765159993832,1.8771722494757856,3284.815780319137,1064.8861080587435,19,0.08326860792422107,0.7742631037073276,0.43021682089434193,0.39465142055018926
557,153,6.96455232554404,7.539498204557465,0.0262249903968948,1.816668746503869,3243.643615307844,1051.539930469484,17,0.08390407510379909,0.6978460574547676,0.42017456662543146,0.3689678172655793
558,154,7.033509027291416,7.786369043152374,0.1141810674976616,1.6954338116593008,3386.96869490498,1098.0025128796324,16,0.08371790796572876,0.6562632784143907,0.4551333688939342,0.36690615737878896
559,155,7.272378309594965,8.017117065893688,0.2842467598989774,1.5779379420384485,3665.518648116129,1188.303970044917,12,0.08172490149726729,0.5035594019785007,0.5230756333458413,0.3406804711962095
560,154,7.37424260883876,8.03079687645061,0.0738043790788551,1.668622343982514,3129.4427063448625,1014.5184916727576,12,0.08012492042093405,0.5069225771091181,0.3923194779542433,0.30182258468738205
561,155,7.32712805442549,7.927042996201573,0.0004612043534317,1.7628571781042277,3173.58306395143,1028.8272487302795,18,0.0811574104109795,0.7329369587985191,0.4030857786752699,0.3732697854065285
562,157,7.041109122955107,7.891380683862319,-0.1926797205859815,1.856927650080788,2890.088777407377,936.923831368285,23,0.08535305126143009,0.9218586559998946,0.33393768988961564,0.4108801242714251
563,158,6.927031108956752,7.834595316706554,-0.0695140322075014,1.7555479146654371,2963.8240336373274,960.8293967227812,18,0.08722849671042558,0.7326658831505193,0.3519230854574993,0.3602680892665758
564,159,6.88071850047243,7.844576008678865,-0.0027463750946559,1.6157637774230644,2919.2100463308657,946.3671760148608,16,0.08835259813463457,0.6533085886104703,0.34104127442244664,0.3336459981637289
565,159,6.841612524251278,7.845411312747849,0.0396523002367107,1.6195532724998172,2923.599664721969,947.7882995701236,13,0.08881608767719824,0.5421893614861827,0.3421116104842741,0.3008167266620163
566,159,6.849551220643722,7.7891583527615005,0.0904906359845981,1.5529132032883608,2937.6107294198546,952.331084472924,12,0.0887216235343583,0.5026313197812292,0.3455292212638674,0.2899368117272723
567,159,6.798749542453496,7.529716572883632,0.0373458620874423,1.6747880995360869,2856.2080949344318,925.9417347147732,14,0.08932944531679876,0.5813244216637737,0.3256739860844804,0.3078313004511958
568,160,6.820927277216531,7.372157810410066,0.0646699194033692,1.5921847487981706,2869.977392062986,930.4048605097598,13,0.08965212281598804,0.5411743563000443,0.32903239021422465,0.2969228730806759
569,161,6.917961426377175,7.444411808884181,0.1394001570936659,1.6562085401707574,3214.6065497063464,1042.1273559986366,13,0.08907900254449881,0.543548780327728,0.413092160159343,0.3226238831639208
570,161,6.978011540335322,7.570577711219427,0.1269443147557137,1.5352060747883367,3084.2467306918147,999.8659434559718,12,0.08837398074240226,0.5019746227867156,0.3812954066848109,0.3003306011384188
571,162,6.977517999169008,7.581672679211702,0.042580604144397,1.58091823226994,2937.0782355792035,952.1562359013466,13,0.08895716690583451,0.5407565196337143,0.34539892910860454,0.30142950138502944
